BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
107,Austria,1985,MF,25,999,0.10,43.88,31.09,51.82,38.41,4.28,2.84,7.84,3.74,3.95,0.14,4901,AUT,Advanced Economies
107,Austria,1990,MF,25,999,0.13,39.07,28.01,54.73,40.20,6.07,4.02,8.26,3.77,4.28,0.20,5208,AUT,Advanced Economies
107,Austria,1995,MF,25,999,0.54,34.63,25.49,56.60,41.43,8.22,5.50,8.65,3.80,4.58,0.27,5617,AUT,Advanced Economies
107,Austria,2000,MF,25,999,1.02,30.37,22.48,57.07,41.48,11.54,7.73,9.05,3.80,4.87,0.39,5806,AUT,Advanced Economies
107,Austria,2005,MF,25,999,1.43,25.86,19.21,56.75,39.33,15.96,10.66,9.46,3.81,5.12,0.53,5949,AUT,Advanced Economies
107,Austria,2010,MF,25,999,1.42,23.00,17.24,61.23,45.26,14.36,9.52,9.71,3.83,5.41,0.48,6119,AUT,Advanced Economies
108,Belgium,1950,MF,25,999,2.84,73.46,50.69,20.70,6.12,2.99,2.08,6.23,5.15,0.98,0.10,5554,BEL,Advanced Economies
108,Belgium,1955,MF,25,999,2.49,70.53,48.82,23.53,6.93,3.43,2.44,6.44,5.20,1.12,0.12,5742,BEL,Advanced Economies
108,Belgium,1960,MF,25,999,2.18,67.89,47.14,26.08,7.66,3.84,2.77,6.62,5.25,1.24,0.13,5884,BEL,Advanced Economies
108,Belgium,1965,MF,25,999,1.36,66.95,46.62,27.22,8.11,4.50,3.31,6.80,5.31,1.33,0.16,5933,BEL,Advanced Economies
108,Belgium,1970,MF,25,999,0.80,65.30,45.76,28.70,8.80,5.20,3.88,6.98,5.37,1.44,0.18,5935,BEL,Advanced Economies
108,Belgium,1975,MF,25,999,1.07,58.63,42.88,32.97,15.08,7.33,5.56,7.60,5.46,1.88,0.26,6097,BEL,Advanced Economies
108,Belgium,1980,MF,25,999,1.33,51.91,38.85,36.80,18.85,9.95,7.64,8.15,5.53,2.27,0.35,6297,BEL,Advanced Economies
108,Belgium,1985,MF,25,999,1.74,45.28,34.12,40.22,21.47,12.74,9.89,8.63,5.56,2.62,0.45,6488,BEL,Advanced Economies
108,Belgium,1990,MF,25,999,2.39,36.01,26.72,45.11,25.13,16.45,12.85,9.26,5.58,3.09,0.59,6768,BEL,Advanced Economies
108,Belgium,1995,MF,25,999,2.96,30.52,21.99,47.03,27.04,19.45,15.25,9.65,5.56,3.39,0.69,7023,BEL,Advanced Economies
108,Belgium,2000,MF,25,999,3.53,25.61,17.56,48.20,28.73,22.63,17.77,10.02,5.54,3.67,0.81,7265,BEL,Advanced Economies
108,Belgium,2005,MF,25,999,3.46,19.75,13.36,50.04,30.98,26.75,21.04,10.59,5.60,4.04,0.96,7428,BEL,Advanced Economies
108,Belgium,2010,MF,25,999,4.51,17.75,11.13,51.84,33.31,25.91,20.40,10.57,5.53,4.11,0.93,7569,BEL,Advanced Economies
50,Canada,1950,MF,25,999,2.40,52.60,25.23,36.10,15.94,8.80,5.10,7.40,5.03,2.09,0.28,7472,CAN,Advanced Economies
50,Canada,1955,MF,25,999,2.02,49.95,24.80,36.96,16.66,11.06,6.45,7.75,5.12,2.27,0.35,8420,CAN,Advanced Economies
50,Canada,1960,MF,25,999,1.70,47.20,24.12,37.90,17.50,13.10,7.72,8.06,5.20,2.45,0.42,9294,CAN,Advanced Economies
50,Canada,1965,MF,25,999,1.59,42.82,22.46,41.48,16.30,14.14,8.41,8.33,5.30,2.58,0.45,9956,CAN,Advanced Economies
50,Canada,1970,MF,25,999,1.40,38.40,20.00,43.99,16.88,16.21,9.76,8.68,5.36,2.80,0.52,11130,CAN,Advanced Economies
50,Canada,1975,MF,25,999,1.80,30.70,12.20,46.65,18.25,20.85,12.94,9.21,5.34,3.20,0.68,12547,CAN,Advanced Economies
50,Canada,1980,MF,25,999,2.00,23.70,9.50,48.54,19.47,25.76,16.22,9.88,5.45,3.59,0.84,14099,CAN,Advanced Economies
50,Canada,1985,MF,25,999,1.21,19.93,7.84,59.52,24.80,19.33,12.54,9.89,5.56,3.69,0.64,15822,CAN,Advanced Economies
50,Canada,1990,MF,25,999,0.99,15.65,6.04,61.99,27.71,21.38,14.58,10.35,5.65,3.97,0.72,17906,CAN,Advanced Economies
50,Canada,1995,MF,25,999,1.02,12.96,5.35,61.99,29.42,24.03,16.74,10.71,5.71,4.18,0.82,19341,CAN,Advanced Economies
50,Canada,2000,MF,25,999,1.00,10.64,3.98,61.43,30.98,26.93,19.65,11.06,5.74,4.39,0.93,20702,CAN,Advanced Economies
50,Canada,2005,MF,25,999,0.68,7.22,3.00,48.20,30.50,43.90,31.95,12.34,5.83,5.00,1.52,22247,CAN,Advanced Economies
50,Canada,2010,MF,25,999,0.65,5.91,2.55,55.22,37.46,38.22,28.00,12.26,5.86,5.07,1.32,23793,CAN,Advanced Economies
110,Denmark,1950,MF,25,999,8.12,64.18,38.42,20.37,10.36,7.33,4.78,7.13,5.53,1.36,0.24,2560,DNK,Advanced Economies
110,Denmark,1955,MF,25,999,7.28,63.96,38.51,21.10,10.56,7.66,4.94,7.26,5.60,1.41,0.25,2664,DNK,Advanced Economies
110,Denmark,1960,MF,25,999,6.46,63.13,38.28,22.27,11.12,8.14,5.29,7.44,5.68,1.49,0.27,2740,DNK,Advanced Economies
110,Denmark,1965,MF,25,999,5.63,61.56,39.25,23.90,11.88,8.92,5.78,7.73,5.83,1.61,0.29,2835,DNK,Advanced Economies
110,Denmark,1970,MF,25,999,3.77,58.66,39.19,27.24,13.40,10.34,6.71,8.24,6.06,1.84,0.34,2991,DNK,Advanced Economies
110,Denmark,1975,MF,25,999,3.31,54.93,37.62,29.78,15.63,11.99,7.77,8.64,6.16,2.08,0.40,3172,DNK,Advanced Economies
110,Denmark,1980,MF,25,999,2.88,51.84,36.39,31.47,17.07,13.82,8.98,9.00,6.26,2.29,0.46,3288,DNK,Advanced Economies
110,Denmark,1985,MF,25,999,2.26,43.74,31.00,35.40,19.72,18.60,12.36,9.78,6.40,2.77,0.62,3381,DNK,Advanced Economies
110,Denmark,1990,MF,25,999,0.10,48.89,34.97,36.15,20.73,14.86,9.85,9.60,6.51,2.60,0.49,3500,DNK,Advanced Economies
110,Denmark,1995,MF,25,999,0.10,45.35,33.28,37.00,21.51,17.52,11.73,9.96,6.57,2.81,0.58,3622,DNK,Advanced Economies
110,Denmark,2000,MF,25,999,0.10,42.95,31.77,40.21,23.95,16.73,11.20,9.99,6.50,2.93,0.56,3738,DNK,Advanced Economies
110,Denmark,2005,MF,25,999,0.10,40.30,29.98,42.51,25.78,17.10,11.42,10.10,6.45,3.07,0.57,3812,DNK,Advanced Economies
110,Denmark,2010,MF,25,999,0.10,37.76,28.33,43.25,26.81,18.90,12.53,10.27,6.41,3.24,0.63,3842,DNK,Advanced Economies
111,Finland,1950,MF,25,999,0.85,91.25,55.12,4.90,1.37,3.00,1.59,5.32,4.86,0.37,0.09,2170,FIN,Advanced Economies
111,Finland,1955,MF,25,999,0.74,90.28,54.95,5.41,1.40,3.55,1.88,5.42,4.89,0.42,0.11,2304,FIN,Advanced Economies
111,Finland,1960,MF,25,999,0.65,89.25,54.83,6.00,1.48,4.10,2.19,5.52,4.93,0.47,0.13,2407,FIN,Advanced Economies
111,Finland,1965,MF,25,999,0.90,79.54,51.45,14.44,3.56,5.12,2.78,6.11,5.10,0.85,0.16,2493,FIN,Advanced Economies
111,Finland,1970,MF,25,999,1.04,68.86,46.29,24.00,6.20,6.10,3.35,6.72,5.26,1.27,0.19,2599,FIN,Advanced Economies
111,Finland,1975,MF,25,999,1.34,62.61,43.17,26.40,16.30,9.64,5.41,7.50,5.34,1.86,0.30,2854,FIN,Advanced Economies
111,Finland,1980,MF,25,999,1.40,53.66,37.96,33.19,24.69,11.72,6.72,8.25,5.44,2.44,0.37,3044,FIN,Advanced Economies
111,Finland,1985,MF,25,999,1.18,54.35,38.77,30.65,19.10,13.78,7.67,8.21,5.46,2.32,0.43,3222,FIN,Advanced Economies
111,Finland,1990,MF,25,999,0.11,55.47,39.88,30.62,17.73,13.79,7.53,8.23,5.53,2.28,0.43,3372,FIN,Advanced Economies
111,Finland,1995,MF,25,999,0.35,43.22,31.73,36.20,20.41,20.23,10.75,9.17,5.63,2.91,0.62,3504,FIN,Advanced Economies
111,Finland,2000,MF,25,999,0.50,38.15,28.14,34.48,19.58,26.87,13.87,9.72,5.67,3.23,0.81,3577,FIN,Advanced Economies
111,Finland,2005,MF,25,999,0.43,33.14,24.56,36.39,19.29,30.04,14.96,10.09,5.72,3.47,0.90,3685,FIN,Advanced Economies
111,Finland,2010,MF,25,999,0.39,29.52,22.11,42.67,26.40,27.41,13.06,10.28,5.75,3.72,0.81,3792,FIN,Advanced Economies
112,France,1950,MF,25,999,0.38,88.93,37.71,9.05,2.50,1.64,1.06,4.31,3.70,0.55,0.05,25976,FRA,Advanced Economies
112,France,1955,MF,25,999,0.35,87.55,38.59,10.30,2.60,1.80,1.16,4.43,3.76,0.62,0.06,26838,FRA,Advanced Economies
112,France,1960,MF,25,999,0.34,90.06,30.82,7.50,2.80,2.10,1.35,4.10,3.50,0.53,0.07,27972,FRA,Advanced Economies
112,France,1965,MF,25,999,0.62,87.10,35.34,9.30,4.13,3.00,1.89,4.48,3.68,0.71,0.10,29211,FRA,Advanced Economies
112,France,1970,MF,25,999,0.85,82.44,37.63,12.21,5.53,4.50,2.78,4.95,3.84,0.97,0.15,29853,FRA,Advanced Economies
112,France,1975,MF,25,999,1.12,75.23,33.40,16.96,7.48,6.67,3.96,5.48,3.90,1.37,0.21,31622,FRA,Advanced Economies
112,France,1980,MF,25,999,1.10,68.10,28.79,22.30,8.30,8.50,4.57,5.96,3.96,1.74,0.26,33349,FRA,Advanced Economies
112,France,1985,MF,25,999,6.31,55.06,23.69,29.24,14.45,9.37,5.21,6.45,3.90,2.26,0.29,34983,FRA,Advanced Economies
112,France,1990,MF,25,999,9.73,41.63,17.71,36.94,20.30,11.44,6.18,7.14,3.90,2.89,0.35,36731,FRA,Advanced Economies
112,France,1995,MF,25,999,5.78,33.69,14.09,46.81,27.43,13.71,7.23,8.30,4.22,3.66,0.42,39018,FRA,Advanced Economies
112,France,2000,MF,25,999,3.11,26.31,10.76,53.62,33.11,16.98,8.76,9.30,4.46,4.33,0.51,40546,FRA,Advanced Economies
112,France,2005,MF,25,999,1.66,24.20,9.67,54.33,35.89,19.81,10.02,9.79,4.55,4.64,0.60,41792,FRA,Advanced Economies
112,France,2010,MF,25,999,1.41,16.62,6.47,60.70,40.09,21.27,10.55,10.43,4.68,5.12,0.64,43012,FRA,Advanced Economies
190,Germany,1950,MF,25,999,0.55,78.42,46.72,17.89,3.12,3.14,2.05,4.90,3.34,1.45,0.10,42715,DEU,Advanced Economies
190,Germany,1955,MF,25,999,0.41,77.84,46.80,18.54,3.86,3.22,2.07,4.99,3.36,1.52,0.11,44310,DEU,Advanced Economies
190,Germany,1960,MF,25,999,0.40,77.35,46.94,18.96,5.00,3.29,2.14,5.07,3.38,1.58,0.11,45828,DEU,Advanced Economies
190,Germany,1965,MF,25,999,0.74,76.02,48.78,19.83,6.50,3.43,2.22,5.23,3.43,1.69,0.11,48618,DEU,Advanced Economies
190,Germany,1970,MF,25,999,0.80,77.10,51.50,19.00,7.50,3.10,2.01,5.20,3.46,1.64,0.10,50008,DEU,Advanced Economies
190,Germany,1975,MF,25,999,0.60,78.30,53.42,15.60,7.10,5.50,3.57,5.30,3.48,1.64,0.18,50352,DEU,Advanced Economies
190,Germany,1980,MF,25,999,0.20,75.40,52.75,17.50,9.06,6.90,4.49,5.71,3.54,1.94,0.23,51187,DEU,Advanced Economies
190,Germany,1985,MF,25,999,1.30,71.50,50.65,19.50,11.26,7.70,5.11,5.99,3.53,2.20,0.26,52402,DEU,Advanced Economies
190,Germany,1990,MF,25,999,3.25,47.75,34.21,35.93,22.90,13.04,8.63,8.05,3.60,4.02,0.43,55794,DEU,Advanced Economies
190,Germany,1995,MF,25,999,4.52,32.71,24.03,46.27,31.81,16.55,11.07,9.42,3.65,5.22,0.55,59169,DEU,Advanced Economies
190,Germany,2000,MF,25,999,5.42,21.14,15.59,53.70,38.78,19.74,13.23,10.49,3.67,6.16,0.66,60327,DEU,Advanced Economies
190,Germany,2005,MF,25,999,4.80,2.92,2.16,71.79,53.62,20.49,13.69,12.24,3.79,7.76,0.68,61065,DEU,Advanced Economies
190,Germany,2010,MF,25,999,4.33,3.68,2.75,72.69,55.38,19.29,12.77,12.21,3.81,7.76,0.64,62067,DEU,Advanced Economies
114,Greece,1950,MF,25,999,31.90,53.30,16.70,12.80,7.46,2.00,1.79,3.79,2.99,0.73,0.08,3894,GRC,Advanced Economies
114,Greece,1955,MF,25,999,24.24,48.78,18.58,25.14,15.32,1.84,1.84,5.04,3.64,1.32,0.07,4327,GRC,Advanced Economies
114,Greece,1960,MF,25,999,16.53,36.17,16.26,44.80,28.25,2.50,2.49,6.85,4.41,2.34,0.10,4759,GRC,Advanced Economies
114,Greece,1965,MF,25,999,16.20,50.37,26.21,30.95,20.05,2.48,2.47,6.08,4.30,1.68,0.10,5059,GRC,Advanced Economies
114,Greece,1970,MF,25,999,15.54,54.52,31.44,26.45,17.39,3.49,3.47,6.04,4.38,1.52,0.14,5311,GRC,Advanced Economies
114,Greece,1975,MF,25,999,13.70,57.80,37.73,23.12,15.48,5.37,5.27,6.27,4.58,1.48,0.21,5543,GRC,Advanced Economies
114,Greece,1980,MF,25,999,11.50,61.20,44.30,19.70,13.60,7.60,7.17,6.55,4.80,1.46,0.30,6020,GRC,Advanced Economies
114,Greece,1985,MF,25,999,9.99,56.44,44.11,24.53,20.37,9.02,8.40,7.27,5.03,1.89,0.35,6317,GRC,Advanced Economies
114,Greece,1990,MF,25,999,8.89,50.74,40.15,29.76,26.76,10.61,9.77,7.89,5.15,2.33,0.41,6663,GRC,Advanced Economies
114,Greece,1995,MF,25,999,12.00,41.19,35.64,33.45,25.09,13.36,12.19,8.18,5.11,2.56,0.51,7244,GRC,Advanced Economies
114,Greece,2000,MF,25,999,12.80,34.32,30.87,37.54,26.87,15.34,14.07,8.57,5.13,2.85,0.59,7722,GRC,Advanced Economies
114,Greece,2005,MF,25,999,3.34,38.36,33.74,35.03,25.72,23.27,21.45,9.77,5.66,3.22,0.89,8152,GRC,Advanced Economies
114,Greece,2010,MF,25,999,1.89,30.03,28.17,43.91,32.32,24.17,22.37,10.50,5.83,3.74,0.93,8455,GRC,Advanced Economies
116,Iceland,1950,MF,25,999,1.44,89.99,54.31,6.06,3.05,2.52,1.64,5.41,4.84,0.48,0.08,75,ISL,Advanced Economies
116,Iceland,1955,MF,25,999,1.25,87.38,53.22,8.20,4.08,3.17,2.04,5.64,4.90,0.63,0.10,81,ISL,Advanced Economies
116,Iceland,1960,MF,25,999,1.11,85.39,52.42,9.80,4.85,3.70,2.40,5.81,4.94,0.75,0.12,89,ISL,Advanced Economies
116,Iceland,1965,MF,25,999,0.97,82.12,53.07,12.60,6.21,4.31,2.80,6.14,5.07,0.93,0.14,94,ISL,Advanced Economies
116,Iceland,1970,MF,25,999,0.86,78.12,52.56,16.02,7.95,5.00,3.25,6.50,5.18,1.15,0.16,99,ISL,Advanced Economies
116,Iceland,1975,MF,25,999,0.74,73.01,50.34,20.31,10.75,5.96,3.86,6.93,5.28,1.46,0.20,110,ISL,Advanced Economies
116,Iceland,1980,MF,25,999,0.80,66.96,47.46,24.52,13.45,7.74,5.02,7.44,5.37,1.82,0.26,121,ISL,Advanced Economies
116,Iceland,1985,MF,25,999,1.19,61.00,43.73,27.74,15.66,10.12,6.71,7.92,5.41,2.17,0.34,134,ISL,Advanced Economies
116,Iceland,1990,MF,25,999,1.36,55.55,40.19,31.04,18.01,12.12,8.02,8.36,5.46,2.50,0.40,150,ISL,Advanced Economies
116,Iceland,1995,MF,25,999,1.38,50.48,37.34,34.08,20.00,14.13,9.46,8.81,5.53,2.81,0.47,161,ISL,Advanced Economies
116,Iceland,2000,MF,25,999,1.51,45.21,33.65,36.01,21.64,17.35,11.62,9.31,5.57,3.16,0.58,173,ISL,Advanced Economies
116,Iceland,2005,MF,25,999,1.54,39.81,29.87,37.24,22.83,21.50,14.35,9.87,5.61,3.54,0.72,187,ISL,Advanced Economies
116,Iceland,2010,MF,25,999,1.57,36.57,27.74,34.26,21.51,27.70,18.35,10.39,5.65,3.83,0.92,198,ISL,Advanced Economies
117,Ireland,1950,MF,25,999,6.10,71.48,42.68,18.98,9.44,3.41,2.22,7.40,6.36,0.93,0.11,1666,IRL,Advanced Economies
117,Ireland,1955,MF,25,999,5.40,69.95,42.02,20.95,10.26,3.67,2.37,7.59,6.45,1.02,0.12,1630,IRL,Advanced Economies
117,Ireland,1960,MF,25,999,4.81,67.37,40.83,23.73,11.58,4.06,2.64,7.83,6.55,1.15,0.13,1559,IRL,Advanced Economies
117,Ireland,1965,MF,25,999,4.17,64.63,41.30,26.70,12.98,4.50,2.92,8.17,6.73,1.29,0.15,1535,IRL,Advanced Economies
117,Ireland,1970,MF,25,999,3.79,64.21,42.79,27.40,13.43,4.60,2.99,8.31,6.84,1.32,0.15,1565,IRL,Advanced Economies
117,Ireland,1975,MF,25,999,3.24,56.94,38.93,33.73,17.67,6.09,3.95,8.89,7.02,1.67,0.20,1651,IRL,Advanced Economies
117,Ireland,1980,MF,25,999,2.77,49.53,34.89,39.80,21.67,7.90,5.13,9.48,7.19,2.02,0.26,1770,IRL,Advanced Economies
117,Ireland,1985,MF,25,999,2.38,42.91,30.62,42.93,24.10,11.78,7.81,10.07,7.32,2.36,0.39,1871,IRL,Advanced Economies
117,Ireland,1990,MF,25,999,2.21,39.49,28.41,43.70,25.20,14.60,9.67,10.41,7.38,2.55,0.49,1953,IRL,Advanced Economies
117,Ireland,1995,MF,25,999,4.15,29.98,22.12,46.79,27.37,19.08,12.77,10.90,7.35,2.90,0.64,2104,IRL,Advanced Economies
117,Ireland,2000,MF,25,999,5.15,22.84,17.02,46.84,28.15,25.17,16.84,11.18,7.11,3.23,0.84,2317,IRL,Advanced Economies
117,Ireland,2005,MF,25,999,4.55,18.16,13.68,49.52,30.49,27.77,18.54,11.40,6.99,3.48,0.93,2693,IRL,Advanced Economies
117,Ireland,2010,MF,25,999,3.90,14.31,10.90,51.37,32.43,30.43,20.18,11.60,6.87,3.71,1.01,2970,IRL,Advanced Economies
118,Italy,1950,MF,25,999,16.10,73.10,41.87,9.30,3.80,1.50,0.98,4.05,3.41,0.59,0.05,26679,ITA,Advanced Economies
118,Italy,1955,MF,25,999,14.33,72.23,43.30,11.70,4.45,1.73,1.11,4.33,3.56,0.71,0.06,28327,ITA,Advanced Economies
118,Italy,1960,MF,25,999,12.50,71.40,44.39,13.90,5.20,2.10,1.36,4.61,3.69,0.84,0.07,29966,ITA,Advanced Economies
118,Italy,1965,MF,25,999,9.46,72.70,47.33,15.63,5.52,2.19,1.42,4.88,3.89,0.92,0.07,31592,ITA,Advanced Economies
118,Italy,1970,MF,25,999,7.30,72.60,48.90,17.50,6.18,2.60,1.69,5.17,4.04,1.04,0.09,32643,ITA,Advanced Economies
118,Italy,1975,MF,25,999,7.50,65.65,49.08,23.84,8.55,3.05,1.98,5.70,4.21,1.39,0.10,34128,ITA,Advanced Economies
118,Italy,1980,MF,25,999,7.72,58.98,47.48,29.20,11.20,4.10,2.67,6.23,4.33,1.76,0.14,35253,ITA,Advanced Economies
118,Italy,1985,MF,25,999,10.24,48.16,41.07,36.80,14.91,4.84,3.21,6.71,4.31,2.24,0.16,36242,ITA,Advanced Economies
118,Italy,1990,MF,25,999,9.88,40.44,35.93,43.72,18.40,5.97,3.96,7.30,4.39,2.71,0.20,38898,ITA,Advanced Economies
118,Italy,1995,MF,25,999,8.98,33.51,30.57,49.84,21.52,7.76,5.19,7.93,4.48,3.19,0.26,40718,ITA,Advanced Economies
118,Italy,2000,MF,25,999,7.90,27.60,25.63,55.10,26.10,9.40,6.29,8.58,4.56,3.71,0.31,42782,ITA,Advanced Economies
118,Italy,2005,MF,25,999,7.76,23.48,22.04,58.70,30.44,10.06,6.71,9.00,4.58,4.09,0.34,44026,ITA,Advanced Economies
118,Italy,2010,MF,25,999,6.23,20.70,18.98,63.06,32.53,10.01,6.64,9.30,4.65,4.32,0.33,44510,ITA,Advanced Economies
90,Japan,1950,MF,25,999,5.66,71.65,43.48,18.17,11.07,4.53,1.80,6.09,4.82,1.15,0.13,37585,JPN,Advanced Economies
90,Japan,1955,MF,25,999,4.13,65.22,39.98,25.17,15.69,5.47,2.35,6.70,4.99,1.55,0.16,42508,JPN,Advanced Economies
90,Japan,1960,MF,25,999,2.90,59.90,37.17,30.90,19.69,6.30,3.02,7.23,5.14,1.90,0.19,47918,JPN,Advanced Economies
90,Japan,1965,MF,25,999,1.56,60.79,39.80,31.92,20.71,5.71,2.88,7.37,5.28,1.92,0.17,53289,JPN,Advanced Economies
90,Japan,1970,MF,25,999,0.90,60.60,41.26,33.00,21.72,5.50,2.99,7.51,5.37,1.97,0.17,59429,JPN,Advanced Economies
90,Japan,1975,MF,25,999,0.51,51.61,35.94,37.06,24.65,10.81,6.18,8.34,5.50,2.50,0.34,67253,JPN,Advanced Economies
90,Japan,1980,MF,25,999,0.32,45.38,32.29,39.70,26.59,14.30,8.93,8.88,5.57,2.85,0.46,73123,JPN,Advanced Economies
90,Japan,1985,MF,25,999,0.29,39.38,28.12,42.39,28.52,17.93,11.94,9.44,5.64,3.20,0.60,77682,JPN,Advanced Economies
90,Japan,1990,MF,25,999,0.26,34.17,24.50,44.48,30.02,21.10,14.02,9.90,5.69,3.50,0.70,82020,JPN,Advanced Economies
90,Japan,1995,MF,25,999,0.22,29.83,21.81,45.50,30.77,24.44,16.37,10.32,5.75,3.75,0.82,86996,JPN,Advanced Economies
90,Japan,2000,MF,25,999,0.18,25.56,18.79,45.81,31.01,28.44,19.02,10.75,5.79,4.01,0.95,92337,JPN,Advanced Economies
90,Japan,2005,MF,25,999,0.16,21.94,16.21,45.59,30.87,32.30,21.52,11.13,5.82,4.23,1.08,96046,JPN,Advanced Economies
90,Japan,2010,MF,25,999,0.14,18.73,13.95,44.83,30.33,36.28,24.01,11.49,5.85,4.43,1.21,98160,JPN,Advanced Economies
119,Luxembourg,1950,MF,25,999,4.02,70.55,42.28,22.06,11.15,3.37,2.20,6.37,4.91,1.34,0.11,188,LUX,Advanced Economies
119,Luxembourg,1955,MF,25,999,1.94,70.37,42.33,23.98,12.00,3.71,2.39,6.62,5.04,1.46,0.12,201,LUX,Advanced Economies
119,Luxembourg,1960,MF,25,999,1.77,68.11,41.32,25.97,12.99,4.14,2.68,6.82,5.09,1.59,0.14,205,LUX,Advanced Economies
119,Luxembourg,1965,MF,25,999,1.69,64.83,41.27,28.34,14.14,5.13,3.31,7.13,5.19,1.77,0.17,215,LUX,Advanced Economies
119,Luxembourg,1970,MF,25,999,1.59,61.66,40.74,30.64,15.44,6.11,3.95,7.44,5.28,1.96,0.20,217,LUX,Advanced Economies
119,Luxembourg,1975,MF,25,999,1.17,56.96,39.04,34.11,17.93,7.76,5.04,7.93,5.39,2.28,0.26,230,LUX,Advanced Economies
119,Luxembourg,1980,MF,25,999,1.47,52.68,37.04,36.75,19.99,9.10,5.91,8.28,5.44,2.54,0.30,238,LUX,Advanced Economies
119,Luxembourg,1985,MF,25,999,1.94,47.88,34.07,39.92,22.34,10.26,6.81,8.62,5.47,2.81,0.34,247,LUX,Advanced Economies
119,Luxembourg,1990,MF,25,999,2.79,44.95,32.42,41.21,23.81,11.04,7.32,8.79,5.46,2.96,0.37,261,LUX,Advanced Economies
119,Luxembourg,1995,MF,25,999,3.78,37.35,27.54,45.00,26.28,13.87,9.29,9.31,5.48,3.37,0.46,277,LUX,Advanced Economies
119,Luxembourg,2000,MF,25,999,4.75,31.83,23.64,47.00,28.14,16.42,11.00,9.70,5.47,3.68,0.55,303,LUX,Advanced Economies
119,Luxembourg,2005,MF,25,999,5.62,27.95,20.91,49.99,30.57,16.44,10.99,9.87,5.45,3.87,0.55,326,LUX,Advanced Economies
119,Luxembourg,2010,MF,25,999,6.33,23.63,17.88,53.66,33.62,16.38,10.87,10.09,5.45,4.10,0.55,348,LUX,Advanced Economies
121,Netherlands,1950,MF,25,999,2.92,87.79,87.79,8.22,2.46,1.19,0.78,6.26,5.83,0.39,0.04,5539,NLD,Advanced Economies
